incident_id,tipo,ubicacion,severidad,timestamp,estado
INC-0334,Incendio,Nodo_Norte_Residencial_2,1,1783409843.94,reportado
INC-0335,Robo,Nodo_Noreste_Residencial,2,1783435978.02,en_atencion
INC-0336,Emergencia_Medica,Nodo_Oeste_Universitaria_2,1,1783437215.5,reportado
INC-0337,Inundacion,Nodo_Este_Residencial_2,10,1783386208.27,reportado
INC-0338,Derrumbe,Nodo_Suroeste_Comercial_2,3,1783453736.34,reportado
INC-0339,Rescate,Nodo_Periferia_Rural,4,1783430465.2,en_atencion
INC-0340,Explosion,Nodo_Sureste_Rural_2,3,1783425422.68,reportado
INC-0341,Accidente_Vial,Nodo_Sur_Comercial_2,8,1783383231.58,reportado
INC-0342,Incendio,Nodo_Norte_Hospitalaria,1,1783388048.59,reportado
INC-0343,Robo,Nodo_Norte_Residencial_2,10,1783454889.14,en_atencion
INC-0344,Emergencia_Medica,Nodo_Suroeste_Industrial_2,1,1783397477.96,reportado
INC-0345,Inundacion,Nodo_Noreste_Rural,4,1783433853.69,reportado
INC-0346,Derrumbe,Nodo_Este_Residencial_2,9,1783382447.03,reportado
INC-0347,Rescate,Nodo_Este_Hospitalaria_2,4,1783442719.33,en_atencion
INC-0348,Explosion,Nodo_Este_Residencial,1,1783393887.18,reportado
INC-0349,Accidente_Vial,Nodo_Sur_Comercial_2,8,1783381130.82,reportado
INC-0350,Incendio,Nodo_Sur_Industrial,7,1783465667.67,reportado
INC-0351,Robo,Nodo_Centro_Comercial_2,4,1783444831.4,en_atencion
INC-0352,Emergencia_Medica,Nodo_Periferia_Residencial_2,9,1783408554.47,reportado
INC-0353,Inundacion,Nodo_Sureste_Residencial,8,1783399086.39,reportado
INC-0354,Derrumbe,Nodo_Periferia_Rural,3,1783452421.09,reportado
INC-0355,Rescate,Nodo_Periferia_Rural,8,1783430461.23,en_atencion
INC-0356,Explosion,Nodo_Sur_Industrial,5,1783442713.71,reportado
INC-0357,Accidente_Vial,Nodo_Periferia_Residencial_2,6,1783424735.42,reportado
INC-0358,Incendio,Nodo_Sureste_Hospitalaria,5,1783419662.95,reportado
INC-0359,Robo,Nodo_Norte_Residencial_2,6,1783462362.23,en_atencion
INC-0360,Emergencia_Medica,Nodo_Este_Rural_2,9,1783454150.61,reportado
INC-0361,Inundacion,Nodo_Suroeste_Comercial,10,1783392937.09,reportado
INC-0362,Derrumbe,Nodo_Norte_Rural_2,1,1783418680.13,reportado
INC-0363,Rescate,Nodo_Noreste_Hospitalaria,4,1783391615.62,en_atencion
INC-0364,Explosion,Nodo_Centro_Industrial,7,1783389365.37,reportado
INC-0365,Accidente_Vial,Nodo_Noroeste_Comercial,4,1783408725.42,reportado
INC-0366,Incendio,Nodo_Periferia_Residencial,5,1783420642.49,reportado
INC-0367,Robo,Nodo_Este_Rural,2,1783442343.97,en_atencion
INC-0368,Emergencia_Medica,Nodo_Centro_Universitaria,1,1783464726.05,reportado
INC-0369,Inundacion,Nodo_Centro_Universitaria,2,1783402168.0,reportado
INC-0370,Derrumbe,Nodo_Noroeste_Industrial,5,1783434870.22,reportado
INC-0371,Rescate,Nodo_Sur_Industrial_2,8,1783406177.76,en_atencion
INC-0372,Explosion,Nodo_Este_Residencial_2,1,1783458662.47,reportado
INC-0373,Accidente_Vial,Nodo_Este_Residencial_2,10,1783430802.96,reportado
INC-0374,Incendio,Nodo_Este_Residencial_2,1,1783458266.9,reportado
INC-0375,Robo,Nodo_Periferia_Hospitalaria_2,10,1783415125.1,en_atencion
INC-0376,Emergencia_Medica,Nodo_Sur_Universitaria,7,1783384150.81,reportado
INC-0377,Inundacion,Nodo_Sur_Universitaria,8,1783440303.99,reportado
INC-0378,Derrumbe,Nodo_Noreste_Hospitalaria,5,1783411168.07,reportado
INC-0379,Rescate,Nodo_Norte_Hospitalaria_2,2,1783451094.64,en_atencion
INC-0380,Explosion,Nodo_Este_Rural_2,9,1783396338.81,reportado
INC-0381,Accidente_Vial,Nodo_Noroeste_Universitaria,2,1783432423.5,reportado
INC-0382,Incendio,Nodo_Este_Rural_2,1,1783452455.56,reportado
INC-0383,Robo,Nodo_Norte_Rural_2,10,1783394321.47,en_atencion
INC-0384,Emergencia_Medica,Nodo_Periferia_Hospitalaria_2,5,1783446961.54,reportado
INC-0385,Inundacion,Nodo_Centro_Comercial,6,1783412463.9,reportado
INC-0386,Derrumbe,Nodo_Sur_Comercial,9,1783403587.31,reportado
INC-0387,Rescate,Nodo_Centro_Universitaria_2,8,1783404146.28,en_atencion
INC-0388,Explosion,Nodo_Noreste_Rural_2,9,1783434797.91,reportado
INC-0389,Accidente_Vial,Nodo_Noroeste_Industrial,2,1783417327.05,reportado
INC-0390,Incendio,Nodo_Noroeste_Universitaria,7,1783445592.91,reportado
INC-0391,Robo,Nodo_Noroeste_Universitaria_2,4,1783453597.55,en_atencion
INC-0392,Emergencia_Medica,Nodo_Norte_Rural_2,5,1783456617.7,reportado
INC-0393,Inundacion,Nodo_Periferia_Hospitalaria_2,4,1783385191.75,reportado
INC-0394,Derrumbe,Nodo_Suroeste_Comercial,7,1783393084.72,reportado
INC-0395,Rescate,Nodo_Este_Residencial_2,6,1783409626.94,en_atencion
INC-0396,Explosion,Nodo_Centro_Industrial_2,1,1783395869.26,reportado
INC-0397,Accidente_Vial,Nodo_Periferia_Residencial_2,4,1783383869.45,reportado
INC-0398,Incendio,Nodo_Noroeste_Comercial,7,1783443734.66,reportado
INC-0399,Robo,Nodo_Periferia_Hospitalaria,2,1783387647.72,en_atencion
INC-0400,Emergencia_Medica,Nodo_Sureste_Residencial,9,1783397557.87,reportado
INC-0401,Inundacion,Nodo_Centro_Industrial_2,8,1783397288.01,reportado
INC-0402,Derrumbe,Nodo_Noroeste_Comercial,9,1783404866.53,reportado
INC-0403,Rescate,Nodo_Noreste_Rural,8,1783396226.4,en_atencion
INC-0404,Explosion,Nodo_Noroeste_Comercial,9,1783386564.6,reportado
INC-0405,Accidente_Vial,Nodo_Sur_Comercial_2,8,1783403153.62,reportado
INC-0406,Incendio,Nodo_Suroeste_Comercial,9,1783425214.08,reportado
INC-0407,Robo,Nodo_Centro_Universitaria_2,10,1783426177.47,en_atencion
INC-0408,Emergencia_Medica,Nodo_Sureste_Hospitalaria,7,1783393855.99,reportado
INC-0409,Inundacion,Nodo_Noreste_Rural_2,8,1783416440.84,reportado
INC-0410,Derrumbe,Nodo_Centro_Comercial,9,1783449494.59,reportado
INC-0411,Rescate,Nodo_Sur_Universitaria_2,8,1783388711.21,en_atencion
INC-0412,Explosion,Nodo_Centro_Comercial,7,1783409434.13,reportado
INC-0413,Accidente_Vial,Nodo_Centro_Universitaria_2,10,1783410960.78,reportado
INC-0414,Incendio,Nodo_Este_Rural_2,3,1783430248.2,reportado
INC-0415,Robo,Nodo_Noreste_Hospitalaria_2,2,1783408884.69,en_atencion
INC-0416,Emergencia_Medica,Nodo_Norte_Hospitalaria_2,7,1783446477.58,reportado
INC-0417,Inundacion,Nodo_Noroeste_Universitaria,8,1783441657.36,reportado
INC-0418,Derrumbe,Nodo_Oeste_Industrial_2,1,1783458592.7,reportado
INC-0419,Rescate,Nodo_Este_Hospitalaria_2,6,1783403805.89,en_atencion
INC-0420,Explosion,Nodo_Este_Residencial,9,1783442722.77,reportado
INC-0421,Accidente_Vial,Nodo_Sur_Industrial_2,2,1783404681.75,reportado
INC-0422,Incendio,Nodo_Norte_Hospitalaria,9,1783385944.12,reportado
INC-0423,Robo,Nodo_Suroeste_Comercial_2,2,1783445440.89,en_atencion
INC-0424,Emergencia_Medica,Nodo_Norte_Rural_2,9,1783381136.05,reportado
INC-0425,Inundacion,Nodo_Oeste_Comercial,6,1783405894.87,reportado
INC-0426,Derrumbe,Nodo_Este_Residencial_2,9,1783387952.81,reportado
INC-0427,Rescate,Nodo_Sureste_Residencial,6,1783448674.25,en_atencion
INC-0428,Explosion,Nodo_Este_Hospitalaria,9,1783385526.42,reportado
INC-0429,Accidente_Vial,Nodo_Suroeste_Comercial,8,1783440448.13,reportado
INC-0430,Incendio,Nodo_Este_Rural,1,1783444305.21,reportado
INC-0431,Robo,Nodo_Este_Hospitalaria_2,6,1783382072.46,en_atencion
INC-0432,Emergencia_Medica,Nodo_Noroeste_Comercial,3,1783438748.86,reportado
INC-0433,Inundacion,Nodo_Suroeste_Industrial_2,8,1783397292.13,reportado
INC-0434,Derrumbe,Nodo_Sureste_Rural_2,1,1783401641.27,reportado
INC-0435,Rescate,Nodo_Noroeste_Comercial,8,1783449200.59,en_atencion
INC-0436,Explosion,Nodo_Oeste_Comercial_2,3,1783386348.23,reportado
INC-0437,Accidente_Vial,Nodo_Sur_Industrial,2,1783430463.63,reportado
INC-0438,Incendio,Nodo_Noroeste_Universitaria,9,1783450837.39,reportado
INC-0439,Robo,Nodo_Oeste_Comercial,2,1783407541.95,en_atencion
INC-0440,Emergencia_Medica,Nodo_Oeste_Industrial_2,3,1783434893.86,reportado
INC-0441,Inundacion,Nodo_Este_Hospitalaria_2,4,1783421400.57,reportado
INC-0442,Derrumbe,Nodo_Oeste_Industrial,7,1783445905.12,reportado
INC-0443,Rescate,Nodo_Suroeste_Comercial_2,4,1783453670.99,en_atencion
INC-0444,Explosion,Nodo_Periferia_Residencial_2,7,1783431854.78,reportado
INC-0445,Accidente_Vial,Nodo_Noroeste_Comercial_2,2,1783431735.25,reportado
INC-0446,Incendio,Nodo_Oeste_Comercial_2,5,1783444555.36,reportado
INC-0447,Robo,Nodo_Suroeste_Industrial_2,4,1783465729.26,en_atencion
INC-0448,Emergencia_Medica,Nodo_Este_Hospitalaria,5,1783425865.49,reportado
INC-0449,Inundacion,Nodo_Centro_Comercial_2,8,1783395615.6,reportado
INC-0450,Derrumbe,Nodo_Suroeste_Comercial,3,1783422478.29,reportado
INC-0451,Rescate,Nodo_Centro_Comercial,10,1783420654.51,en_atencion
INC-0452,Explosion,Nodo_Centro_Industrial_2,1,1783405432.43,reportado
INC-0453,Accidente_Vial,Nodo_Sureste_Residencial_2,4,1783389404.59,reportado
INC-0454,Incendio,Nodo_Noreste_Rural,9,1783461388.86,reportado
INC-0455,Robo,Nodo_Oeste_Universitaria,10,1783462012.94,en_atencion
INC-0456,Emergencia_Medica,Nodo_Sur_Comercial,9,1783462131.05,reportado
INC-0457,Inundacion,Nodo_Sur_Comercial,4,1783462207.79,reportado
INC-0458,Derrumbe,Nodo_Periferia_Rural,1,1783442887.9,reportado
INC-0459,Rescate,Nodo_Periferia_Rural,2,1783455084.49,en_atencion
INC-0460,Explosion,Nodo_Periferia_Residencial_2,7,1783442743.48,reportado
INC-0461,Accidente_Vial,Nodo_Suroeste_Industrial_2,6,1783457879.03,reportado
INC-0462,Incendio,Nodo_Noroeste_Industrial,1,1783418588.92,reportado
INC-0463,Robo,Nodo_Norte_Hospitalaria,8,1783399451.41,en_atencion
INC-0464,Emergencia_Medica,Nodo_Oeste_Industrial,1,1783465986.91,reportado
INC-0465,Inundacion,Nodo_Sureste_Residencial,8,1783410354.19,reportado
INC-0466,Derrumbe,Nodo_Oeste_Universitaria_2,9,1783386160.46,reportado
INC-0467,Rescate,Nodo_Centro_Comercial,10,1783455739.77,en_atencion
INC-0468,Explosion,Nodo_Noroeste_Comercial,5,1783461082.47,reportado
INC-0469,Accidente_Vial,Nodo_Centro_Comercial,4,1783430963.07,reportado
INC-0470,Incendio,Nodo_Noreste_Hospitalaria_2,3,1783425734.11,reportado
INC-0471,Robo,Nodo_Este_Hospitalaria,6,1783444764.25,en_atencion
INC-0472,Emergencia_Medica,Nodo_Noreste_Hospitalaria_2,7,1783406214.84,reportado
INC-0473,Inundacion,Nodo_Sur_Industrial,2,1783453569.51,reportado
INC-0474,Derrumbe,Nodo_Sur_Universitaria,3,1783401528.15,reportado
INC-0475,Rescate,Nodo_Noreste_Rural_2,6,1783383725.94,en_atencion
INC-0476,Explosion,Nodo_Suroeste_Universitaria,1,1783417732.41,reportado
INC-0477,Accidente_Vial,Nodo_Norte_Rural_2,4,1783440989.49,reportado
INC-0478,Incendio,Nodo_Sur_Comercial_2,3,1783399136.8,reportado
INC-0479,Robo,Nodo_Sur_Industrial,10,1783405713.38,en_atencion
INC-0480,Emergencia_Medica,Nodo_Sureste_Residencial,5,1783424138.16,reportado
INC-0481,Inundacion,Nodo_Oeste_Universitaria,4,1783424937.43,reportado
INC-0482,Derrumbe,Nodo_Sur_Comercial,5,1783455335.08,reportado
INC-0483,Rescate,Nodo_Suroeste_Industrial,10,1783460756.61,en_atencion
INC-0484,Explosion,Nodo_Sur_Comercial_2,7,1783433321.05,reportado
INC-0485,Accidente_Vial,Nodo_Sur_Comercial,2,1783421350.65,reportado
INC-0486,Incendio,Nodo_Norte_Rural,7,1783448449.38,reportado
INC-0487,Robo,Nodo_Noreste_Hospitalaria_2,10,1783434284.4,en_atencion
INC-0488,Emergencia_Medica,Nodo_Periferia_Hospitalaria_2,3,1783392678.09,reportado
INC-0489,Inundacion,Nodo_Este_Residencial,8,1783414141.83,reportado
INC-0490,Derrumbe,Nodo_Noreste_Rural_2,1,1783390943.51,reportado
INC-0491,Rescate,Nodo_Sureste_Rural_2,4,1783433234.64,en_atencion
INC-0492,Explosion,Nodo_Sureste_Rural,7,1783434577.09,reportado
INC-0493,Accidente_Vial,Nodo_Sur_Universitaria,6,1783406029.74,reportado
INC-0494,Incendio,Nodo_Periferia_Hospitalaria,9,1783393870.53,reportado
INC-0495,Robo,Nodo_Centro_Industrial_2,8,1783450067.76,en_atencion
INC-0496,Emergencia_Medica,Nodo_Sur_Comercial,1,1783463609.92,reportado
INC-0497,Inundacion,Nodo_Noroeste_Comercial,6,1783427098.01,reportado
INC-0498,Derrumbe,Nodo_Norte_Residencial_2,3,1783415240.11,reportado
INC-0499,Rescate,Nodo_Oeste_Universitaria,6,1783407733.4,en_atencion
INC-0500,Explosion,Nodo_Sur_Comercial_2,3,1783439686.48,reportado
